Key, Value
1022202413063,2
1022202609673,3
1022202740748,1
1022202806285,2
1022202413070,2
1022203068435,0
1022202478608,0
1022202216469,3
1022203133976,1
1022203527193,0
1022203002903,2
1022202216478,3
1022204051490,0
1022203920418,0
1022203985958,2
1022204182567,3
1022204706861,1
1022203265050,0
1022205231151,0
1022203854890,1
1022202216496,3
1022205165618,2
1022205100082,0
1022205231159,0
1022202216503,2
1022204837944,0
1022205427769,1
1022203265052,0
1022204772405,2
1022206214208,0
1022205231168,0
1022204575796,2
1022206214210,1
1022202282002,1
1022206148675,2
1022202216517,3
1022205820998,0
1022205558856,3
1022202216520,3
1022206672970,0
1022204903484,1
1022207328337,3
1022202216531,2
1022202216532,3
1022207459414,0
1022206804054,0
1022207524951,3
1022207393880,0
1022207721561,2
1022207524954,3
1022208180316,0
1022208114780,2
1022208245853,1
1022208049245,1
1022205558869,2
1022208376927,0
1022202216543,2
1022208049248,1
1022208180321,0
1022203330595,0
1022208180322,0
1022202216546,2
1022208442466,0
1022208573539,1
1022202216547,3
1022204248122,0
1022202347526,1
1022203396128,2
1022207262808,0
1022208311393,2
1017907445767,2
1017907642377,3
1017907773452,1
1017907838989,2
1017907445774,2
1017908101139,0
1017907249173,3
1017908166680,1
1017908559897,0
1017908035607,2
1017907249182,3
1017909084194,0
1017908953122,0
1017909018662,2
1017909215271,3
1017909739565,1
1017908297754,0
1017910263855,0
1017908887594,1
1017907249200,3
1017910198322,2
1017910132786,0
1017910263863,0
1017907249207,2
1017909870648,0
1017910460473,1
1017908297756,0
1017909805109,2
1017911246912,0
1017910263872,0
1017909608500,2
1017911246914,1
1017907314706,1
1017911181379,2
1017907249221,3
1017910853702,0
1017910591560,3
1017907249224,3
1017911705674,0
1017909936188,1
1017912361041,3
1017907249235,2
1017907249236,3
1017912492118,0
1017911836758,0
1017912557655,3
1017912426584,0
1017912754265,2
1017912557658,3
1017913213020,0
1017913147484,2
1017913278557,1
1017913081949,1
1017913409631,0
1017913081952,1
1017913213025,0
1017908363299,0
1017913213026,0
1017907249250,2
1017913475170,0
1017913606243,1
1017907249251,3
1017909280826,0
1017907380230,1
1017908428832,2
1017912295512,0
1013612478471,2
1013612675081,3
1013612806156,1
1013612871693,2
1013612478478,2
1013613133843,0
1013612281877,3
1013613199384,1
1013613592601,0
1013613068311,2
1013612281886,3
1013614116898,0
1013613985826,0
1013614510116,1
1013614051366,2
1013614247975,3
1013614772269,1
1013613330458,0
1013615296559,0
1013613920298,1
1013612281904,3
1013615231026,2
1013615165490,0
1013615296567,0
1013612281911,2
1013614903352,0
1013615493177,1
1013613330460,0
1013614837813,2
1013616279616,0
1013615296576,0
1013614641204,2
1013616279618,1
1013612347410,1
1013616214083,2
1013612281925,3
1013615886406,0
1013615624264,3
1013612281928,3
1013616738378,0
1013614968892,1
1013617393745,3
1013612281939,2
1013612281940,3
1013617524822,0
1013616869462,0
1013617590359,3
1013617459288,0
1013617786969,2
1013617590362,3
1013618245724,0
1013618180188,2
1013618311261,1
1013618114653,1
1013618442335,0
1013618114656,1
1013613396003,0
1013618245730,0
1013612281954,2
1013618507874,0
1013618638947,1
1013612281955,3
1013614313530,0
1013612412934,1
1013613461536,2
1013617328216,0
1009317511175,2
1009317707785,3
1009317838860,1
1009317904397,2
1009317511182,2
1009318166547,0
1009317576720,0
1009317314581,3
1009318232088,1
1009318625305,0
1009318101015,2
1009317314590,3
1009319149602,0
1009319018530,0
1009319542820,1
1009319084070,2
1009319280679,3
1009319804973,1
1009318363162,0
1009320329263,0
1009318953002,1
1009317314608,3
1009320263730,2
1009320198194,0
1009320460339,3
1009320198196,0
1009320329271,0
1009317314615,2
1009319936056,0
1009320853561,3
1009320525881,1
1009319870517,2
1009321312320,0
1009320329280,0
1009319673908,2
1009321312322,1
1009317380114,1
1009321246787,2
1009317314629,3
1009320919110,0
1009320656968,3
1009317314632,3
1009321771082,0
1009322098765,0
1009322295374,1
1009320001596,1
1009322426449,3
1009317314643,2
1009317314644,3
1009322557526,0
1009321902166,0
1009322623063,3
1009322491992,0
1009322819673,2
1009322623066,3
1009323278428,0
1009323212892,2
1009323343965,1
1009323147360,1
1009318428707,0
1009323278434,0
1009317314658,2
1009323540578,0
1009323671651,1
1009317314659,3
1009319346234,0
1009317445638,1
1009318494240,2
1009322360920,0
1005022543879,2
